author,disc,channel_num,type,azure_keywords
glenn781,templeoftimefrogtank,310650,u,templeoftimefrogtank
louieoc,weather in the upstairs room,300888,w,weather
jparker7345,john workstation,47287,o,john workstation
khanafsar,water level indicator,378770,o,water level indicator
avernois,temperature humidity on my terrace using orvet,217762,t,temperature humidity
vesuri46,test av wemos,563547,u,test av wemos
srinix,made by civil engineering student 2015 2019 from srinix college of engineering,573898,u,civil engineering student
eferragn,says which computers are used in our lab if sb is running an experiment detects motion gets temperature and humidity,430548,t,sb
billvw,testing data from iq610 in shelton office,298159,o,data
razgulin,moisture levels of plants at work,233185,o,moisture levels of plants
drummerian,the chicken coop,506511,u,chicken coop
whereswally,ants server room,358478,u,ants server room
daturach,the video not mine explains the settings of a similar system i am using for more info go to http openenergymonitor org emon,45572,e,video
bryan.wright,measurement of the outside temperature at my house in victoria park western australia,138201,t,outside temperature
nyemba,sensor data to the cloud,562398,u,sensor data
epamsergey,measure co2 and temp,387164,t,measure co2
hiwebhq,home energy meters pharm and todd,200675,e,home energy meters
saikiranmpr,monitors energy consumption,572487,e,energy consumption
darrylp1per,celcius percent millibar of shaftesbury dorset uk,484395,w,celcius percent millibar of shaftesbury dorset uk
ishan111,onsite weight transmission,570414,o,onsite weight transmission
pconner0095,reads dht11 temperature humidity sensor,118399,t,dht11 temperature humidity sensor
kishorekdl,real time gpsw finding,573684,o,real time gpsw
moosa120427,heart beat monitoring over internet using arduino and thingspeak,573687,o,arduino
chrismoran,combined sensor array 1,573689,u,combined sensor array
ccaswell,bc robotics weather station,18235,w,bc robotics weather station
prashantmnnit10,for learning purpose i just want to see how we can upload data to cloud and vice versa,568892,u,cloud
intelekiot001,monitoring system for temperature humidity and light intensity,453634,t,system
hoppyhop,some sensor data measured with bme280 and ds18b20 and sent once a minute using esp8266,291915,t,bme280
romigra,wind speed at flying field,278191,w,wind speed
bamboe32,weather in albufeira portugal,357067,w,weather
rsoft1,mini weather station v2 bmp280 si7021 ds18b20 sensors with esp8266 nodemcu kharkiv ukraine,196384,w,esp8266 nodemcu kharkiv ukraine
chrismoran,all the data from my pool,573702,o,data
siddharthaan,ssid and bus mac address,283407,o,ssid
ricardomt,temperature and humidity inside my charcuterie chamber parameters are controlled via a custom algorithm implemented in a rpi using python,334231,t,rpi
trudolphi,data from 2 soladin 600 solar converters of mastervolt which has to be updated every 20 seconds,50561,e,data
thang1009,the number show the productivity,571531,u,number
lcaalbuquerque,temperature and humidity data from office room cce416b,56197,t,office room cce416b
leisurefree,weather station,253277,w,weather station
xand79,simple weather station for chernigov in debug mode,309002,w,simple weather station
elixf1,this is a dht22 connected to a particle photon and powered by a solar pad this is version 0 4,240260,t,version
swgriffin,environmental and systems monitoring at rochedale community garden,314137,o,rochedale community garden
workshopiot18,to measure the distance,571665,o,distance
sudhki20,which measures distance using ultrasonic sensor,571664,o,distance
gowtham5555,ultrasonic waves,571663,o,ultrasonic waves
luretrix,the three of life,418260,u,life
bamboe32,weather in santiago do cac m portugal,357058,w,weather
bamboe32,weather in aljustrel portugal,357059,w,weather
bamboe32,weather in grandola portugal,357054,w,weather
bamboe32,weather in vidigueira portugal,357056,w,weather
bamboe32,weather in amareleja portugal,357057,w,weather
bamboe32,weather in set bal portugal,357050,w,weather
bamboe32,weather in vendas novas portugal,357051,w,weather
bamboe32,weather in evora portugal,357052,w,weather
bamboe32,weather in borba portugal,357053,w,weather
parimalwadhai,count the weight,571276,u,weight
victorvihtori,esp8266 and dht22 test,571274,t,esp8266
asdasd789,geolocation test,571278,o,geolocation test
philipp1221,weather station project,520667,w,weather station project
mccarleygreene,this channel displays flow measurements taken with a particle electron,512482,u,particle electron
firefish999,monitoring and recording the status of my koi pond duplicated to a mysql db captured on a arduino mega and sent to a mysql db then scrapped to here by an esp8266 monitor,400862,o,esp8266 monitor
moretrushna,dht11 connection with nodemcu,571893,t,dht11 connection
tjorgen,parameters extracted from digital power meter,54127,e,parameters
datacyclist,temperature humidity airpressure wil sg ch,111130,t,temperature humidity airpressure wil sg ch
afnanbashir,contains limits for the form,572127,u,limits
fkroepfl,monitoring of environmental parameters of our house and garden in vienna,563529,o,garden
rsoft1,low power version of lora mini mega328p sensor si7021 kharkiv ukraine,556976,u,low power version of lora mini mega328p sensor si7021 kharkiv ukraine
sepilov,temperature humidity atm pressure light intensity uv index rain,424380,t,temperature humidity atm pressure light intensity uv index rain
nclbioimaging,lsm800 sd room and incubator temps,448105,t,incubator temps
sensorla,nus l1 people counter,400004,u,nus l1 people
timwheaton,water levels of four rainwater tanks at lindley,349793,o,water levels
iotadmin_tspk0,server room temp and humidity monitoring,556597,t,server room
badu1967,lorawan testchannel,568355,u,lorawan testchannel
dbush,a channel to report the status of my internet connection,148761,o,internet connection
iotkotimaatta,esp wemos with oled display,325163,o,esp wemos
btckick,sensors installed outside and inside of the house,381812,o,house
lupita271197,humidity and temperature monitering,574143,t,humidity
cosmos12,skoltech_innovation_workshop_iot_group_3 perform an air quality analysis of a meeting room and predicting its readiness for the next meeting,569760,o,iot
ecethesis001,displays the typing speed of the workers in characters minute,561597,o,typing speed
shivshankar2020,aircare sensor at tower 18 prestige shantiniketan whitefield,569530,u,prestige shantiniketan whitefield
paradmat,temperature and humidity,313120,t,temperature
jkll1961,text,573494,u,text
nori7chan6,elecrow red bme280,477929,t,elecrow red bme280
kyawhtin2221003,this is weather monitoring from utycc,562128,w,weather monitoring
andra3003,testting for sonoff,572567,u,testting
it9pwm,blitzortung temperature read from webpage,314115,t,blitzortung temperature
swethapilli98,a channel to upload from lm 35 censor,571643,t,lm
thenamanpat,temperature and humidity sensor of bedroom,571641,t,temperature
Pravishn,data from wifi,571251,u,data
jakste76,esp32 server collects data from outdoor and indoor sensors based on particle photons and esp8266 esp32 serves data in a html page and sends selected channels to thingspeak,516013,t,html page
jester22018,temperature in the terrarium,415446,t,temperature
conasa,monitors a 80c thermo scientific medical freezer,108768,t,c thermo scientific medical freezer
mike79,water jacket boiler temperature via electric imp,400803,t,water jacket boiler temperature
rcalderon,envision power monitor,470470,e,power monitor
akaduwel,albany hs co2 measurements,520794,o,albany hs co2 measurements
rpwhite3,temp and humidity sensor project,447568,t,temp
swilson28714,at new headend site,28796,u,new headend site
ictill,homebrew weather station on arduino solar powered this is the power supply feed,343059,w,power supply feed
anthonyjclarke,based on paulrb code our bedroom,142888,u,paulrb code
gandalf8266,buffer temperature heating,460401,t,buffer temperature heating
davidebeer,refrigerator showcase homebrew storage,503205,o,refrigerator
garylovesbeer,piggy backing on the work of nicholas wilde,22687,u,piggy backing
ianbren,monitoring of 88c temperature and humidity one fibaro one aeon,215503,t,fibaro
robbesuk,current sampling on electric kiln provides a ignature curve for each firing enabling remote monitoring with minimal resources,221692,e,electric kiln
eroyuela,fire_forest_home_protec,348797,o,forest
nurul005,real time visualization structured things,436271,u,real time visualization structured things
peteh59,temperature humidity light level and barometric reading in my living room,3711,t,temperature humidity light level
nclbioimaging,2 ds18b20 temp probes for monitoring room and incubator temperatures,310174,t,ds18b20 temp probes
patila352,st vincent pallotti college of engineering and technology nagpur,572506,u,technology nagpur
weatherstation67,esp8266 temprature sensor on ioannina greece,479588,t,ioannina greece
mikkop,this is for student purposes made test channel,572994,u,test channel
cassioeng,petfood,573430,u,petfood
frmarti,dht22 temperature humidity sensor driven by a raspberry pi 2 running a python script,509692,t,python script
pwntech002,motion new,480724,o,motion new
jking777,temperature and humidity from an sht30 sensor connected to a raspberry pi zero,265666,t,temperature
geerer,esp8266 with temp sensor and bmp180,210373,t,esp8266
tangozulu32123,adafruit feather m0 winc1500 wifi,316431,o,adafruit feather m0 winc1500 wifi
eddyds,weather station in my garden micro climate build with wemos mini pro wifi and solar powered,264821,w,weather station
tangozulu32123,adafruit feather huzzah esp32 wifi,316433,u,adafruit feather huzzah esp32 wifi
sipkaistvan,you can get updated about what is going on in the greenhouse n 27,381872,o,greenhouse n
paksoft_tspk8,monitor temperature of yogurt maker,566904,t,temperature of yogurt maker
wimdemaes,weerstation via sigfox 2017,331396,w,weerstation
onikroo,monitoring of temperatures,325552,t,temperatures
ksliu7272,show weather data including temperature relative humidity and wind speed,505979,w,weather data
dennislwy,health monitor of pi at kiara residence,239899,o,kiara residence
rubimart,tinycontroll lk3 as2320,230624,u,tinycontroll lk3 as2320
jessenemmanuel,this is a description,573473,u,description
igoris,tritium decay long time experiment,225855,o,tritium decay long time experiment
padoco54,5 rtc gps ok 32 cmd pmp on 64 acoustic tx ok 128 transmission fault,544591,o,transmission fault
minida28,pump controller based on arduino and esp link,63535,o,pump controller
